Modelo,Almacenamiento,Apple Trade In,Precio,Tipo,Pantalla,Año,Procesador
"MacBook Air (13 pulgadas, 2017) A1466 Core i5 1.8",128 GB,50 €,55 €,MacBook Air,13 pulgadas,2017,Core i5 1.8
"MacBook Air (13 pulgadas, 2017) A1466 Core i5 1.8",256 GB,60 €,65 €,MacBook Air,13 pulgadas,2017,Core i5 1.8
"MacBook Air (13 pulgadas, 2017) A1466 Core i5 1.8",512 GB,70 €,75 €,MacBook Air,13 pulgadas,2017,Core i5 1.8
"MacBook Air (13 pulgadas, 2017) A1466 Core i7 2.2",128 GB,55 €,60 €,MacBook Air,13 pulgadas,2017,Core i7 2.2
"MacBook Air (13 pulgadas, 2017) A1466 Core i7 2.2",256 GB,60 €,65 €,MacBook Air,13 pulgadas,2017,Core i7 2.2
"MacBook Air (13 pulgadas, 2017) A1466 Core i7 2.2",512 GB,70 €,75 €,MacBook Air,13 pulgadas,2017,Core i7 2.2
"MacBook Air (Retina, 13 pulgadas, 2018) A1932 Core i5 1.6",128 GB,120 €,125 €,MacBook Air,13 pulgadas,2018,Core i5 1.6
"MacBook Air (Retina, 13 pulgadas, 2018) A1932 Core i5 1.6",256 GB,135 €,140 €,MacBook Air,13 pulgadas,2018,Core i5 1.6
"MacBook Air (Retina, 13 pulgadas, 2018) A1932 Core i5 1.6",512 GB,140 €,145 €,MacBook Air,13 pulgadas,2018,Core i5 1.6
"MacBook Air (Retina, 13 pulgadas, 2018) A1932 Core i5 1.6",1.5 TB,150 €,155 €,MacBook Air,13 pulgadas,2018,Core i5 1.6
"MacBook Air (Retina, 13 pulgadas, 2019) A1932 Core i5 1.6",128 GB,155 €,160 €,MacBook Air,13 pulgadas,2019,Core i5 1.6
"MacBook Air (Retina, 13 pulgadas, 2019) A1932 Core i5 1.6",256 GB,165 €,170 €,MacBook Air,13 pulgadas,2019,Core i5 1.6
"MacBook Air (Retina, 13 pulgadas, 2019) A1932 Core i5 1.6",512 GB,175 €,180 €,MacBook Air,13 pulgadas,2019,Core i5 1.6
"MacBook Air (Retina, 13 pulgadas, 2019) A1932 Core i5 1.6",1 TB,185 €,190 €,MacBook Air,13 pulgadas,2019,Core i5 1.6
"MacBook Air (Retina, 13 pulgadas, 2020) A2179 Core i3 1.1",256 GB,170 €,175 €,MacBook Air,13 pulgadas,2020,Core i3 1.1
"MacBook Air (Retina, 13 pulgadas, 2020) A2179 Core i3 1.1",512 GB,175 €,180 €,MacBook Air,13 pulgadas,2020,Core i3 1.1
"MacBook Air (Retina, 13 pulgadas, 2020) A2179 Core i3 1.1",1 TB,180 €,185 €,MacBook Air,13 pulgadas,2020,Core i3 1.1
"MacBook Air (Retina, 13 pulgadas, 2020) A2179 Core i3 1.1",2 TB,185 €,190 €,MacBook Air,13 pulgadas,2020,Core i3 1.1
"MacBook Air (Retina, 13 pulgadas, 2020) A2179 Core i5 1.1",256 GB,190 €,195 €,MacBook Air,13 pulgadas,2020,Core i5 1.1
"MacBook Air (Retina, 13 pulgadas, 2020) A2179 Core i5 1.1",512 GB,195 €,200 €,MacBook Air,13 pulgadas,2020,Core i5 1.1
"MacBook Air (Retina, 13 pulgadas, 2020) A2179 Core i5 1.1",1 TB,205 €,210 €,MacBook Air,13 pulgadas,2020,Core i5 1.1
"MacBook Air (Retina, 13 pulgadas, 2020) A2179 Core i5 1.1",2 TB,215 €,220 €,MacBook Air,13 pulgadas,2020,Core i5 1.1
"MacBook Air (Retina, 13 pulgadas, 2020) A2179 Core i7 1.2",256 GB,200 €,205 €,MacBook Air,13 pulgadas,2020,Core i7 1.2
"MacBook Air (Retina, 13 pulgadas, 2020) A2179 Core i7 1.2",512 GB,225 €,230 €,MacBook Air,13 pulgadas,2020,Core i7 1.2
"MacBook Air (Retina, 13 pulgadas, 2020) A2179 Core i7 1.2",1 TB,250 €,255 €,MacBook Air,13 pulgadas,2020,Core i7 1.2
"MacBook Air (Retina, 13 pulgadas, 2020) A2179 Core i7 1.2",2 TB,260 €,265 €,MacBook Air,13 pulgadas,2020,Core i7 1.2
"MacBook Air (M1, 13 pulgadas 2020) A2337 8 Core CPU 7 Core GPU",128 GB,230 €,235 €,MacBook Air,13 pulgadas,2020,M1 8 Core GPU 7 Core GPU
"MacBook Air (M1, 13 pulgadas 2020) A2337 8 Core CPU 7 Core GPU",256 GB,230 €,235 €,MacBook Air,13 pulgadas,2020,M1 8 Core GPU 7 Core GPU
"MacBook Air (M1, 13 pulgadas 2020) A2337 8 Core CPU 7 Core GPU",512 GB,255 €,260 €,MacBook Air,13 pulgadas,2020,M1 8 Core GPU 7 Core GPU
"MacBook Air (M1, 13 pulgadas 2020) A2337 8 Core CPU 7 Core GPU",1 TB,265 €,270 €,MacBook Air,13 pulgadas,2020,M1 8 Core GPU 7 Core GPU
"MacBook Air (M1, 13 pulgadas 2020) A2337 8 Core CPU 7 Core GPU",2 TB,305 €,310 €,MacBook Air,13 pulgadas,2020,M1 8 Core GPU 7 Core GPU
"MacBook Air (M1, 13 pulgadas 2020) A2337 8 Core CPU 8 Core GPU",512 GB,265 €,270 €,MacBook Air,13 pulgadas,2020,M1 8 Core GPU 8 Core GPU
"MacBook Air (M1, 13 pulgadas 2020) A2337 8 Core CPU 8 Core GPU",1 TB,270 €,275 €,MacBook Air,13 pulgadas,2020,M1 8 Core GPU 8 Core GPU
"MacBook Air (M1, 13 pulgadas 2020) A2337 8 Core CPU 8 Core GPU",2 TB,315 €,320 €,MacBook Air,13 pulgadas,2020,M1 8 Core GPU 8 Core GPU
"MacBook Air (M2, 13 pulgadas 2022) A2681 8 Core CPU 8 Core GPU",256 GB,290 €,295 €,MacBook Air,13 pulgadas,2022,M2 8 Core CPU 8 Core GPU
"MacBook Air (M2, 13 pulgadas 2022) A2681 8 Core CPU 8 Core GPU",512 GB,330 €,335 €,MacBook Air,13 pulgadas,2022,M2 8 Core CPU 8 Core GPU
"MacBook Air (M2, 13 pulgadas 2022) A2681 8 Core CPU 8 Core GPU",1 TB,335 €,340 €,MacBook Air,13 pulgadas,2022,M2 8 Core CPU 8 Core GPU
"MacBook Air (M2, 13 pulgadas 2022) A2681 8 Core CPU 8 Core GPU",2 TB,395 €,400 €,MacBook Air,13 pulgadas,2022,M2 8 Core CPU 8 Core GPU
"MacBook Air (M2, 13 pulgadas 2022) A2681 8 Core CPU 10 Core GPU",256 GB,295 €,300 €,MacBook Air,13 pulgadas,2022,M2 8 Core CPU 10 Core GPU
"MacBook Air (M2, 13 pulgadas 2022) A2681 8 Core CPU 10 Core GPU",512 GB,330 €,335 €,MacBook Air,13 pulgadas,2022,M2 8 Core CPU 10 Core GPU
"MacBook Air (M2, 13 pulgadas 2022) A2681 8 Core CPU 10 Core GPU",1 TB,340 €,345 €,MacBook Air,13 pulgadas,2022,M2 8 Core CPU 10 Core GPU
"MacBook Air (M2, 13 pulgadas 2022) A2681 8 Core CPU 10 Core GPU",2 TB,395 €,400 €,MacBook Air,13 pulgadas,2022,M2 8 Core CPU 10 Core GPU
"MacBook Air (15 pulgadas, M2, 2023) A2941 8 Core CPU 10 Core GPU",256 GB,295 €,300 €,MacBook Air,15 pulgadas,2023,M2 8 Core CPU 10 Core GPU
"MacBook Air (15 pulgadas, M2, 2023) A2941 8 Core CPU 10 Core GPU",512 GB,330 €,335 €,MacBook Air,15 pulgadas,2023,M2 8 Core CPU 10 Core GPU
"MacBook Air (15 pulgadas, M2, 2023) A2941 8 Core CPU 10 Core GPU",1 TB,355 €,360 €,MacBook Air,15 pulgadas,2023,M2 8 Core CPU 10 Core GPU
"MacBook Air (15 pulgadas, M2, 2023) A2941 8 Core CPU 10 Core GPU",2 TB,400 €,405 €,MacBook Air,15 pulgadas,2023,M2 8 Core CPU 10 Core GPU
"MacBook Pro (Retina, 13 pulgadas, principios de 2015) A1502 Core i5 2.7",128 GB,40 €,45 €,MacBook Pro,13 pulgadas,2015,Core i5 2.7
"MacBook Pro (Retina, 13 pulgadas, principios de 2015) A1502 Core i5 2.7",256 GB,50 €,55 €,MacBook Pro,13 pulgadas,2015,Core i5 2.7
"MacBook Pro (Retina, 13 pulgadas, principios de 2015) A1502 Core i5 2.7",512 GB,60 €,65 €,MacBook Pro,13 pulgadas,2015,Core i5 2.7
"MacBook Pro (Retina, 13 pulgadas, principios de 2015) A1502 Core i5 2.7",1 TB,80 €,85 €,MacBook Pro,13 pulgadas,2015,Core i5 2.7
"MacBook Pro (Retina, 13 pulgadas, principios de 2015) A1502 Core i5 2.9",128 GB,55 €,60 €,MacBook Pro,13 pulgadas,2015,Core i5 2.9
"MacBook Pro (Retina, 13 pulgadas, principios de 2015) A1502 Core i5 2.9",256 GB,65 €,70 €,MacBook Pro,13 pulgadas,2015,Core i5 2.9
"MacBook Pro (Retina, 13 pulgadas, principios de 2015) A1502 Core i5 2.9",512 GB,70 €,75 €,MacBook Pro,13 pulgadas,2015,Core i5 2.9
"MacBook Pro (Retina, 13 pulgadas, principios de 2015) A1502 Core i5 2.9",1 TB,85 €,90 €,MacBook Pro,13 pulgadas,2015,Core i5 2.9
"MacBook Pro (Retina, 13 pulgadas, principios de 2015) A1502 Core i7 3.1",128 GB,75 €,80 €,MacBook Pro,13 pulgadas,2015,Core i7 3.1
"MacBook Pro (Retina, 13 pulgadas, principios de 2015) A1502 Core i7 3.1",256 GB,85 €,90 €,MacBook Pro,13 pulgadas,2015,Core i7 3.1
"MacBook Pro (Retina, 13 pulgadas, principios de 2015) A1502 Core i7 3.1",512 GB,95 €,100 €,MacBook Pro,13 pulgadas,2015,Core i7 3.1
"MacBook Pro (Retina, 13 pulgadas, principios de 2015) A1502 Core i7 3.1",1 TB,110 €,115 €,MacBook Pro,13 pulgadas,2015,Core i7 3.1
"MacBook Pro (13 pulgadas, 2016) A1708 Core i5",256 GB,90 €,95 €,MacBook Pro,13 pulgadas,2016,Core i5
"MacBook Pro (13 pulgadas, 2016) A1708 Core i5",512 GB,90 €,95 €,MacBook Pro,13 pulgadas,2016,Core i5
"MacBook Pro (13 pulgadas, 2016) A1708 Core i5",1 TB,95 €,100 €,MacBook Pro,13 pulgadas,2016,Core i5
"MacBook Pro (13 pulgadas, 2016) A1708 Core i7 2.4",256 GB,95 €,100 €,MacBook Pro,13 pulgadas,2016,Core i7 2.4
"MacBook Pro (13 pulgadas, 2016) A1708 Core i7 2.4",512 GB,105 €,110 €,MacBook Pro,13 pulgadas,2016,Core i7 2.4
"MacBook Pro (13 pulgadas, 2016) A1708 Core i7 2.4",1 TB,115 €,120 €,MacBook Pro,13 pulgadas,2016,Core i7 2.4
"MacBook Pro (13 pulgadas, 2016) A1708 Core i7 3.3",256 GB,125 €,130 €,MacBook Pro,13 pulgadas,2016,Core i7 3.3
"MacBook Pro (13 pulgadas, 2016) A1708 Core i7 3.3",512 GB,135 €,140 €,MacBook Pro,13 pulgadas,2016,Core i7 3.3
"MacBook Pro (13 pulgadas, 2016) A1708 Core i7 3.3",1 TB,140 €,145 €,MacBook Pro,13 pulgadas,2016,Core i7 3.3
"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i5 2.3",128 GB,100 €,105 €,MacBook Pro,13 pulgadas,2017,Core i5 2.3
"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i5 2.3",256 GB,100 €,105 €,MacBook Pro,13 pulgadas,2017,Core i5 2.3
"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i5 2.3",512 GB,110 €,115 €,MacBook Pro,13 pulgadas,2017,Core i5 2.3
"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i5 2.3",1 TB,130 €,135 €,MacBook Pro,13 pulgadas,2017,Core i5 2.3
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i5 3.1",256 GB,105 €,110 €,MacBook Pro,13 pulgadas,2017,Core i5 3.1
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i5 3.1",512 GB,110 €,115 €,MacBook Pro,13 pulgadas,2017,Core i5 3.1
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i5 3.1",1 TB,130 €,135 €,MacBook Pro,13 pulgadas,2017,Core i5 3.1
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i5 3.3",256 GB,125 €,130 €,MacBook Pro,13 pulgadas,2017,Core i5 3.3
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i5 3.3",512 GB,140 €,145 €,MacBook Pro,13 pulgadas,2017,Core i5 3.3
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i5 3.3",1 TB,140 €,145 €,MacBook Pro,13 pulgadas,2017,Core i5 3.3
"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i7 2.5",128 GB,125 €,130 €,MacBook Pro,13 pulgadas,2017,Core i7 2.5
"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i7 2.5",256 GB,125 €,130 €,MacBook Pro,13 pulgadas,2017,Core i7 2.5
"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i7 2.5",512 GB,125 €,130 €,MacBook Pro,13 pulgadas,2017,Core i7 2.5
"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i7 2.5",1 TB,130 €,135 €,MacBook Pro,13 pulgadas,2017,Core i7 2.5
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i7 3.5",256 GB,125 €,130 €,MacBook Pro,13 pulgadas,2017,Core i7 3.5
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i7 3.5",512 GB,140 €,145 €,MacBook Pro,13 pulgadas,2017,Core i7 3.5
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i7 3.5",1 TB,140 €,145 €,MacBook Pro,13 pulgadas,2017,Core i7 3.5
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i5 2.3",256 GB,150 €,155 €,MacBook Pro,13 pulgadas,2018,Core i5 2.3
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i5 2.3",512 GB,175 €,180 €,MacBook Pro,13 pulgadas,2018,Core i5 2.3
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i5 2.3",1 TB,190 €,195 €,MacBook Pro,13 pulgadas,2018,Core i5 2.3
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i5 2.3",2 TB,195 €,200 €,MacBook Pro,13 pulgadas,2018,Core i5 2.3
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7",256 GB,180 €,185 €,MacBook Pro,13 pulgadas,2018,Core i7 2.7
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7",512 GB,180 €,185 €,MacBook Pro,13 pulgadas,2018,Core i7 2.7
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7",1 TB,190 €,195 €,MacBook Pro,13 pulgadas,2018,Core i7 2.7
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7",2 TB,195 €,200 €,MacBook Pro,13 pulgadas,2018,Core i7 2.7
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",128 GB,135 €,140 €,MacBook Pro,13 pulgadas,2019,Core i5 1.4
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",256 GB,165 €,170 €,MacBook Pro,13 pulgadas,2019,Core i5 1.4
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",512 GB,190 €,195 €,MacBook Pro,13 pulgadas,2019,Core i5 1.4
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",1 TB,190 €,195 €,MacBook Pro,13 pulgadas,2019,Core i5 1.4
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",2 TB,210 €,215 €,MacBook Pro,13 pulgadas,2019,Core i5 1.4
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4",256 GB,175 €,180 €,MacBook Pro,13 pulgadas,2019,Core i5 2.4
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4",512 GB,190 €,195 €,MacBook Pro,13 pulgadas,2019,Core i5 2.4
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4",1 TB,225 €,230 €,MacBook Pro,13 pulgadas,2019,Core i5 2.4
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4",2 TB,235 €,240 €,MacBook Pro,13 pulgadas,2019,Core i5 2.4
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",128 GB,175 €,180 €,MacBook Pro,13 pulgadas,2019,Core i7 1.7
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",256 GB,175 €,180 €,MacBook Pro,13 pulgadas,2019,Core i7 1.7
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",512 GB,190 €,195 €,MacBook Pro,13 pulgadas,2019,Core i7 1.7
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",1 TB,200 €,205 €,MacBook Pro,13 pulgadas,2019,Core i7 1.7
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",2 TB,210 €,215 €,MacBook Pro,13 pulgadas,2019,Core i7 1.7
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8",256 GB,210 €,215 €,MacBook Pro,13 pulgadas,2019,Core i7 2.8
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8",512 GB,220 €,225 €,MacBook Pro,13 pulgadas,2019,Core i7 2.8
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8",1 TB,245 €,250 €,MacBook Pro,13 pulgadas,2019,Core i7 2.8
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8",2 TB,250 €,255 €,MacBook Pro,13 pulgadas,2019,Core i7 2.8
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4",256 GB,170 €,175 €,MacBook Pro,13 pulgadas,2020,Core i5 1.4
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4",512 GB,210 €,215 €,MacBook Pro,13 pulgadas,2020,Core i5 1.4
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4",1 TB,240 €,245 €,MacBook Pro,13 pulgadas,2020,Core i5 1.4
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4",2 TB,275 €,280 €,MacBook Pro,13 pulgadas,2020,Core i5 1.4
"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0",512 GB,240 €,245 €,MacBook Pro,13 pulgadas,2020,Core i5 2.0
"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0",1 TB,255 €,260 €,MacBook Pro,13 pulgadas,2020,Core i5 2.0
"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0",2 TB,280 €,285 €,MacBook Pro,13 pulgadas,2020,Core i5 2.0
"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0",4 TB,285 €,290 €,MacBook Pro,13 pulgadas,2020,Core i5 2.0
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7",256 GB,245 €,250 €,MacBook Pro,13 pulgadas,2020,Core i7 1.7
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7",512 GB,290 €,295 €,MacBook Pro,13 pulgadas,2020,Core i7 1.7
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7",1 TB,320 €,325 €,MacBook Pro,13 pulgadas,2020,Core i7 1.7
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7",2 TB,325 €,330 €,MacBook Pro,13 pulgadas,2020,Core i7 1.7
